url,title,price,rating,review_count,first_review
https://www.amazon.fr/Logitech-Lightspeed-Bluetooth-Cadeau-Roblox/dp/B09Y6GG38P/ref=sr_1_165?dib=eyJ2IjoiMSJ9.TNbtOtagEZzDnSYyQSto16V2xCQEDfJ2VP4f1gnN757hMVtb9eXvLfz4g5PRoNPHegS30vPHllYzZhuvGgJVnPLAXZxxQjI49Qbm24wbkU8kRkhKYvyNU2yrZofL8e6ChBBpopBWRlS6200B-nOIVJt6Vz9AJdXsAJ0CTF6jFF2s315gPzyi1O5xvLznm1Uo5XTmt1jL6_hSOGnO7MvgFc3_v7EXXuGV5TdHwP5uJlJIkEpL_m4QPsJBOf8opjNXRwDgZDPb5t5rci_JQYt-yy-dwEtZAr8M9NqrsBMG4Zg.ugDJrwafNhD25M3XwaiSNb2cjQKJbsf4QMunj5gwDC4&dib_tag=se&keywords=clavier+gamer+logitech&qid=1769381095&sr=8-165,Logitech G435 Lightspeed & Bluetooth+Carte Cadeau Roblox,"43,67 €","5,0 sur 5 étoiles",(1),Satisfait
https://www.amazon.fr/Decksaver-Couverture-S%C3%A9rie-Claviers-BlackWidow/dp/B0CP6BCF1X/ref=sr_1_169?dib=eyJ2IjoiMSJ9.0-EFlVjg9mHvruM7KTS4lGFlG4JR0MNJtqanrcrjsMssgz_NNwGIzA34m3Q9sc1ELIbOsrqGeXzNA4SykqFxlhCCIhN3ZfCBXB7OicEAX8ShnAfADPx-yxO188PQGaRyfjSQgywBBk3CToixbTt-oDspMHHL1CWKxkoZlmWoal9_L96JMsDMFzmRiIunmnFFGgLlsP9F1OLZAe7irEl6Ac7BEUzS3K74cAH4j2UU5CUPE2-brYZFhmBuXwPrKy_eYraB1tCjfg9MOL6_CpTh2yyIGpV01_Ai3jm1E1PMGUQ.NuyodVZXfN9NKEcNhyPaSDy9rZK3oQjR2mvdjVYf_bI&dib_tag=se&keywords=clavier+gamer+razer&qid=1769381140&sr=8-169,"Decksaver Couverture pour la Série de Claviers Razer BlackWidow V4 - Housse de Protection Fumée/Claire, Fabriquée au Royaume-Uni","16,99 €","4,7 sur 5 étoiles",(7),"El material es suficientemente sólido como para evitar pequeñas caídas de objetos sobre el teclado, pero me parece un precio excesivo para el producto del que se trata."
https://www.amazon.fr/Clavier-M%C3%A9canique-Switches-Pr%C3%A9cis-R%C3%A9tro-%C3%89clairage/dp/B07YG1VBGW/ref=sr_1_73?dib=eyJ2IjoiMSJ9.sIQMjj-Usk1ao4J4PxZxd3AYuoSP3xD_2HuJXsZYql4b6ZH1MXe2H2BAiTgnY7EfRSQoy47kOBiOGcvsGtsSneZtO1P-mXhQuSW733WukcBIyVQDMmDkg4mVhwwXFsPoLa2juGpW0uBA7Y8qJ-UQenl4rPFr-VlK5i4rxu8fCUjc0DCWhGTO57HKwdeXps9nPhXk20RCRCmPTIONB2fCIbfbNln9o9TwZPl_bJ8R2eO9HtuzcwoEHy8V6urY6ZJKLlkrcE4ZBWVqG7gNinJdMeEWc1XNL8aEtWqqiCgGgiw.QeRcty0Wahc011RSu-TdSZuTdKyf8b1IbhAEDhKRu2k&dib_tag=se&keywords=clavier+gaming+rgb&qid=1769381028&sr=8-73,The G-Lab - Keyz Carbon E Clavier Mécanique Gamer Azerty Blue Switches Ultra Précis - 16 Effets de Rétro-Éclairage - Repose-Poignets Magnétique - Compatible PC PS4/PS5 Xbox One/Series X - New,"39,64€","4,4 sur 5 étoiles",(1 905),"Excellent clavier mécanique ! Les touches sont réactives, le confort de frappe est vraiment agréable et le bruit des switches donne une vraie sensation de qualité.

Le rétroéclairage est très beau, avec plusieurs effets lumineux qui rendent l’utilisation plaisante, aussi bien pour jouer que pour travailler dans une pièce peu éclairée.

Le clavier est solide, bien stable sur le bureau et les finitions sont soignées. Un très bon rapport qualité/prix, je le recommande sans hésiter ! ✅️"
https://www.amazon.fr/G-LAB-Palladium-Clavier-AZERTY-Filaire/dp/B08B8Z8QKG/ref=sr_1_53?dib=eyJ2IjoiMSJ9.AlFGo_iDpZQ_ELgrVIk4bXkYo0HoSTxsNjLgNEIXN9J9PxwgxLMMCNmOnHOiPe6TNPYU_lCmTnSnWNoYJKkzkmNzVNQxpoEiidaS-viBC3psGD8I6dQNtdYRIIkyFnNUHFaik1a9QbqrAwAu34yONevsS9nkl1_l8-zL1wosGBKa_-N3F52a46rY0X3HCN10_dYsxWugrPWs_ajfCZlDOHfnFyI4wx9KKzIPF1V7dDogKr3bX2zaKctTps0La1QogRrZKGksgR9j9PfNA3L1NxUl1rOoqV5nCt6NZqK0Qy8.Mg5gx9rXk8y_29Mr7wWaoIi2c2wKVj_QS7I7tVd9hPQ&dib_tag=se&keywords=clavier+m%C3%A9canique&qid=1769380979&sr=8-53,"The G-Lab Keyz Palladium Clavier Gamer AZERTY Filaire USB - Rétro-Éclairage RGB LED Multicolore, Repose-Poignets Magnétique, 26 Touches Anti-ghosting, Durable - PC PS4 Xbox One (Noir)","24,90€","4,2 sur 5 étoiles",(839),"Je suis content de mon clavier ce n'est pas la première fois que J'achète un clavier gamer sur Amazon. Ils sont de bonne qualité. Meilleur prix. Je remercie Amazon pour. Avoir. Intervenu. Pour ma livraison Qui s'est mal passé J'avais payé 5,99€. Supplémentaires pour le recevoir en 24h. Par la poste Et la livraison a été prévue. Plus tard que prévu. Amazon. Sont intervenus auprès de la poste et mon colis a été livré. Le 7 novembre. A la place du 10 novembre. Merci à Amazon d'avoir intervenu. Pour que je reçois mon colis rapidement, comme prévu. C'était un achat urgent car je n'avais plus de clavier."
https://www.amazon.fr/CSZH-r%C3%A9tro%C3%A9clair%C3%A9es-Sensation-m%C3%A9canique-Autocollants/dp/B07JJKX25Z/ref=sr_1_157?dib=eyJ2IjoiMSJ9.0-EFlVjg9mHvruM7KTS4lGFlG4JR0MNJtqanrcrjsMssgz_NNwGIzA34m3Q9sc1ELIbOsrqGeXzNA4SykqFxlhCCIhN3ZfCBXB7OicEAX8ShnAfADPx-yxO188PQGaRyfjSQgywBBk3CToixbTt-oDspMHHL1CWKxkoZlmWoal9_L96JMsDMFzmRiIunmnFFGgLlsP9F1OLZAe7irEl6Ac7BEUzS3K74cAH4j2UU5CUPE2-brYZFhmBuXwPrKy_eYraB1tCjfg9MOL6_CpTh2yyIGpV01_Ai3jm1E1PMGUQ.NuyodVZXfN9NKEcNhyPaSDy9rZK3oQjR2mvdjVYf_bI&dib_tag=se&keywords=clavier+gamer+razer&qid=1769381140&sr=8-157,Filaire Gaming Clavier 104 Touches rétroéclairées claviers Sensation mécanique métal Gamer Keyboard Russe Autocollants pour Tablet PC de Bureau,"24,95 €",N/A,N/A,
https://www.amazon.fr/Clavier-M%C3%A9canique-Switches-Pr%C3%A9cis-R%C3%A9tro-%C3%89clairage/dp/B07YG1VBGW/ref=sr_1_47?dib=eyJ2IjoiMSJ9.9yKkp_C8SXOH9vLPcxLtUpuajIWU7zP_GwBI1C6GhN8m4jFoQv1_D1lvoxVzYKR4AOVhomtnkr9fH4uxS7NGiNp9MNIbafnas-Tt6163_Cu1xod0d15gL6DbysWpmd-ZYuEVlVc42q8wK8k9U84tjaqNM7YvBFTVjwuVkzLHHkIEJZZTkzodOxjRJLM4q49dQ80ZfDoYn-ncfpMcgxixqC_K5M7N24VOIWOXKAwVBgbENiJa2vr24fECRSFcbUAm9vI3NMT_tYjCn9q8Fq14uLGb-WjDZe0b9p_Sg2FUZQ0.z2lkyWIhTaPMqX304020TClL5xD6bOfoN8IRolaDzE4&dib_tag=se&keywords=clavier+gamer+pas+cher&qid=1769381160&sr=8-47,The G-Lab - Keyz Carbon E Clavier Mécanique Gamer Azerty Blue Switches Ultra Précis - 16 Effets de Rétro-Éclairage - Repose-Poignets Magnétique - Compatible PC PS4/PS5 Xbox One/Series X - New,"39,64€","4,4 sur 5 étoiles",(1 905),"Excellent clavier mécanique ! Les touches sont réactives, le confort de frappe est vraiment agréable et le bruit des switches donne une vraie sensation de qualité.

Le rétroéclairage est très beau, avec plusieurs effets lumineux qui rendent l’utilisation plaisante, aussi bien pour jouer que pour travailler dans une pièce peu éclairée.

Le clavier est solide, bien stable sur le bureau et les finitions sont soignées. Un très bon rapport qualité/prix, je le recommande sans hésiter ! ✅️"
https://www.amazon.fr/Tastiera-computer-Logitech-Prodigy-Keyboard/dp/B07W6GVS5C/ref=sr_1_46?dib=eyJ2IjoiMSJ9.ahgOyxrUjbPqEzp3_CxxvosbkM7xitdj609W9ADteGqdn35kowZN0mNgKpLtiufXT5-oRi0P_NXzywadxM6zswafmA3t1a3RhUrJ27Eh-_OEWmqLUqPSS7dC92u_hBcCBgU1kPRxqASif9Ku1VsKSHYh_lQ_qsncvYQAO38NtbNCfzjS1qje6o3RdVnVyQiXnAAKXOc3SGo16KhrlVQ6fKodrVZA9pQY8GAFXGIdLktIQAEJ2U4O0uTAY--EaQpW57kBH2eKLupzVTWu591moTC-9lsiVa1ec9g0LmiSQnQ.Y_TBXiQc6rI3HR9YTLyyo9tV6_fyCMJ2VC9uoP517n8&dib_tag=se&keywords=clavier+gamer+logitech&qid=1769381065&sr=8-46,Tastiera Computer Logitech G213 Prodigy Clavier de jeu (Version QWERTY),"26,24€","4,5 sur 5 étoiles",(1 880),Très bon clavier je le recommande !
https://www.amazon.fr/Clavier-m%C3%A9canique-R%C3%A9tro%C3%A9clairage-Rainbow-Filaire/dp/B07PX3CJZZ/ref=sr_1_109?dib=eyJ2IjoiMSJ9.GWBEnyIvfwJg779x5mWvbz7Iq1mU5Sua2Alr4LJUKdqVt77YOWif_oi9bA-2a7bljRNW0s9guiT3OM1Rw8XpSu5MVxxTDHmF986Qk3-YfKAIdXzvnl8FOZn2f_JwIa8D6WhqTsfwQ_qcZsryPOb-b884-YHMdsa7WnoqqjVnlZjd_jWpFTDR_astnaOvp2cHUodYsuG3zuvtNpAQ1efubX-eu4bHu0F5OACc7hDWxDVl6djO6eHXJZsOoNJMvhzAaOPVAEJToSuKaHf_413-BJXXTu04HynDDMDW4VXkJFE.SOB-fnCzKdOvTKwAI1qDQEZxwiNoqnUpTwZhscanGvw&dib_tag=se&keywords=clavier+gamer+pas+cher&qid=1769381179&sr=8-109,"Clavier mécanique RGB RVB Rétroéclairage Gaming G20 LED Rainbow Color Game USB Filaire RGB, noir, Free","28,83 €",N/A,N/A,
https://www.amazon.fr/Razer-Ornata-Interrupteur-Repose-Poignets-Ergonomique/dp/B09X5X6PX5/ref=sr_1_2?dib=eyJ2IjoiMSJ9.JBqn4tOCJQ1spJZTrwQfEf2V95c3LKdrgomo4bT75O5p2LgZTstDU33LqYdZiQp0Ae201wGgm3nqmwtwMCVNYUzWoWxpxhD4o415xn9_Jurv6yOo_jRvl2UNGbLixSGsXv5iz4ALhOtcV4YEPiyTJYrlyiHciazmh2vuyUMSlwLdE-uPKF1lLp9-19IgICSvNuzokiJrCLoZT3tGeLOHnaPswVWf4xe5A2vGjtMZiXqFrKZqvCnZPUeVM24_daj-NNufREyKsqCy684fRmUrudE7Njk2SpBCyt8GCsCXB7k.6jjXLYTgJhNYtEHC_ZvMGqSuDDg13NA-S5_vWqbsu9A&dib_tag=se&keywords=clavier+gamer+razer&qid=1769381115&sr=8-2,"Razer Ornata V3 X - Clavier Gamer à Profil Bas (Switches à Membrane Silencieux, Repose-Poignet Ergonomique, RGB Chroma, Touches en ABS Vernies aux UV) Clavier AZERTY | Noir","39,95€","4,4 sur 5 étoiles",(1 142),"Un clavier pas cher, avec une frappe confortable, des touches assez silencieuses, et un rétroéclairage basique mais efficace. Possible de changer la couleur et l'intensité du rétroéclairage en quelques clics, il a été reconnu immédiatement une fois branché.
Pour qui veut un clavier de bonne facture qui brille dans le noir à peu de frais c'est celui-là sans hésiter."
https://www.amazon.fr/Clavier-M%C3%A9canique-Vapeur-104-Key-pullout/dp/B0736H7JKQ/ref=sr_1_201?dib=eyJ2IjoiMSJ9.TNbtOtagEZzDnSYyQSto16V2xCQEDfJ2VP4f1gnN757hMVtb9eXvLfz4g5PRoNPHegS30vPHllYzZhuvGgJVnPLAXZxxQjI49Qbm24wbkU8kRkhKYvyNU2yrZofL8e6ChBBpopBWRlS6200B-nOIVJt6Vz9AJdXsAJ0CTF6jFF2s315gPzyi1O5xvLznm1Uo5XTmt1jL6_hSOGnO7MvgFc3_v7EXXuGV5TdHwP5uJlJIkEpL_m4QPsJBOf8opjNXRwDgZDPb5t5rci_JQYt-yy-dwEtZAr8M9NqrsBMG4Zg.ugDJrwafNhD25M3XwaiSNb2cjQKJbsf4QMunj5gwDC4&dib_tag=se&keywords=clavier+gamer+logitech&qid=1769381095&sr=8-201,keyboard Clavier Mécanique de Vapeur Retro métal Swing Game Clavier Clé de la clé Ronde 104 Key Green Shaft pullout Shaft 520 * 230 * 65 mm Blanc,"116,29€",N/A,N/A,
